,make,model,engine_size,transmission,cylinders,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,emissions
2541,MINI,COOPER S PACEMAN ALL4,1.6,M6,4.0,9.4,7.599999999999999,8.6,199.0
2542,MINI,COOPER S ROADSTER,1.6,A6,4.0,9.3,7.0,8.3,191.0
2543,MINI,COOPER S ROADSTER,1.6,AS6,4.0,9.2,6.8,8.1,186.0
2544,MINI,COOPER S ROADSTER,1.6,M6,4.0,9.1,6.75,8.05,185.0
2545,MINI,Cooper 3 Door,1.5,AM7,3.0,8.3,6.4,7.5,174.0
2546,MINI,Cooper 3 Door,1.5,AS6,3.0,8.8,6.8,7.9,184.0
2547,MINI,Cooper 3 Door,1.5,M6,3.0,8.5,6.2,7.5,175.0
2548,MINI,Cooper 5 Door,1.5,AM7,3.0,8.3,6.4,7.5,174.0
2549,MINI,Cooper 5 Door,1.5,AS6,3.0,8.8,6.8,7.9,184.0
2550,MINI,Cooper 5 Door,1.5,M6,3.0,8.4,6.3,7.5,175.0
2551,MINI,Cooper Clubman ALL4,1.5,AS8,3.0,9.95,7.3,8.75,204.5
2552,MINI,Cooper Clubman ALL4,1.5,M6,3.0,10.5,7.4,9.1,214.0
2553,MINI,Cooper Convertible,1.5,AM7,3.0,8.3,6.4,7.5,174.0
2554,MINI,Cooper Convertible,1.5,AS6,3.0,8.8,6.8,7.9,184.0
2555,MINI,Cooper Convertible,1.5,M6,3.0,8.4,6.3,7.5,175.0
2556,MINI,Cooper Countryman ALL4,1.5,AS8,3.0,10.05,7.5,8.899999999999999,207.5
2557,MINI,Cooper Countryman ALL4,1.5,M6,3.0,10.5,7.4,9.1,214.0
2558,MINI,Cooper S 3 Door,2.0,AM7,4.0,8.9,6.6,7.9,184.0
2559,MINI,Cooper S 3 Door,2.0,AS6,4.0,9.3,7.3,8.4,197.0
2560,MINI,Cooper S 3 Door,2.0,M6,4.0,10.2,7.4,9.0,210.0
2561,MINI,Cooper S 5 Door,2.0,AM7,4.0,8.9,6.6,7.9,184.0
2562,MINI,Cooper S 5 Door,2.0,AS6,4.0,9.3,7.3,8.4,197.0
2563,MINI,Cooper S 5 Door,2.0,M6,4.0,10.2,7.4,9.0,210.0
2564,MINI,Cooper S Clubman ALL4,2.0,AS8,4.0,10.3,7.5,9.05,210.5
2565,MINI,Cooper S Clubman ALL4,2.0,M6,4.0,11.4,7.7,9.7,227.0
2566,MINI,Cooper S Convertible,2.0,AM7,4.0,9.2,6.9,8.1,191.0
2567,MINI,Cooper S Convertible,2.0,AS6,4.0,9.4,7.2,8.4,197.0
2568,MINI,Cooper S Convertible,2.0,M6,4.0,10.2,7.4,9.0,210.0
2569,MINI,Cooper S Countryman ALL4,2.0,AS8,4.0,10.45,7.55,9.149999999999999,213.5
2570,MINI,Cooper S Countryman ALL4,2.0,M6,4.0,11.3,7.8,9.7,228.0
2571,MINI,JOHN COOPER WORKS,2.0,AS6,4.0,9.333333333333334,7.366666666666667,8.433333333333332,196.33333333333334
2572,MINI,JOHN COOPER WORKS,2.0,M6,4.0,10.366666666666667,7.6000000000000005,9.133333333333333,212.0
2573,MINI,JOHN COOPER WORKS 3 DOOR,2.0,AS6,4.0,9.3,7.2,8.3,196.0
2574,MINI,JOHN COOPER WORKS 3 DOOR,2.0,M6,4.0,10.2,7.3,8.9,210.0
2575,MINI,JOHN COOPER WORKS CLUBMAN,1.6,A6,4.0,9.3,7.0,8.3,191.0
2576,MINI,JOHN COOPER WORKS CLUBMAN,1.6,M6,4.0,9.1,6.7,8.0,184.0
2577,MINI,JOHN COOPER WORKS CLUBMAN ALL4,2.0,AS8,4.0,10.2,7.45,9.0,210.5
2578,MINI,JOHN COOPER WORKS CLUBMAN ALL4,2.0,M6,4.0,11.4,7.699999999999999,9.7,227.5
2579,MINI,JOHN COOPER WORKS CONVERTIBLE,1.6,A6,4.0,9.3,7.0,8.3,191.0
2580,MINI,JOHN COOPER WORKS CONVERTIBLE,1.6,AS6,4.0,9.2,6.8,8.1,186.0
2581,MINI,JOHN COOPER WORKS CONVERTIBLE,1.6,M6,4.0,9.1,6.75,8.05,185.0
2582,MINI,JOHN COOPER WORKS CONVERTIBLE,2.0,AS6,4.0,9.600000000000001,7.25,8.55,199.5
2583,MINI,JOHN COOPER WORKS CONVERTIBLE,2.0,M6,4.0,10.8,7.7,9.4,220.0
2584,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,A6,4.0,10.0,7.8,9.0,207.0
2585,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,AS6,4.0,10.1,7.75,9.0,209.5
2586,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,M6,4.0,9.4,7.599999999999999,8.6,199.0
2587,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,2.0,AS8,4.0,10.6,7.8,9.3,220.0
2588,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,2.0,M6,4.0,11.5,8.0,9.9,232.0
2589,MINI,JOHN COOPER WORKS COUPE,1.6,A6,4.0,9.3,7.0,8.3,191.0
2590,MINI,JOHN COOPER WORKS COUPE,1.6,AS6,4.0,9.2,6.8,8.1,186.0
2591,MINI,JOHN COOPER WORKS COUPE,1.6,M6,4.0,9.1,6.75,8.05,185.0
2592,MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,A6,4.0,10.0,7.8,9.0,207.0
2593,MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,AS6,4.0,10.1,7.75,9.0,209.5
2594,MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,M6,4.0,9.4,7.599999999999999,8.6,199.0
2595,MINI,JOHN COOPER WORKS ROADSTER,1.6,A6,4.0,9.3,7.0,8.3,191.0
2596,MINI,JOHN COOPER WORKS ROADSTER,1.6,AS6,4.0,9.2,6.8,8.1,186.0
2597,MINI,JOHN COOPER WORKS ROADSTER,1.6,M6,4.0,9.1,6.75,8.05,185.0
2598,MINI,John Cooper Works 3 Door,2.0,AS6,4.0,9.3,7.3,8.4,197.0
2599,MINI,John Cooper Works 3 Door,2.0,AS8,4.0,9.2,6.9,8.1,190.0
2600,MINI,John Cooper Works 3 Door,2.0,M6,4.0,10.2,7.4,9.0,210.0
2601,MINI,John Cooper Works Clubman ALL4,2.0,AS8,4.0,10.25,7.6,9.1,212.0
2602,MINI,John Cooper Works Clubman ALL4,2.0,M6,4.0,11.4,7.7,9.7,227.0
2603,MINI,John Cooper Works Convertible,2.0,AS6,4.0,9.4,7.2,8.4,197.0
2604,MINI,John Cooper Works Convertible,2.0,AS8,4.0,9.4,7.1,8.3,194.0
2605,MINI,John Cooper Works Convertible,2.0,M6,4.0,10.8,7.7,9.4,220.0
2606,MINI,John Cooper Works Countryman ALL4,2.0,AS8,4.0,10.3,7.8,9.15,215.0
2607,MINI,John Cooper Works Countryman ALL4,2.0,M6,4.0,11.3,7.8,9.7,228.0
2608,MITSUBISHI,ECLIPSE CROSS,1.5,CVT,4.0,9.4,8.4,8.9,208.0
2609,MITSUBISHI,ECLIPSE CROSS 4WD,1.5,CVT,4.0,9.6,8.9,9.3,216.0
2610,MITSUBISHI,Eclipse Cross 4WD,1.5,CVT,4.0,9.6,8.9,9.3,216.0
2611,MITSUBISHI,LANCER,2.0,CVT,4.0,8.925,6.9,8.025,185.5
2612,MITSUBISHI,LANCER,2.0,M5,4.0,9.625,6.949999999999999,8.4,195.5
2613,MITSUBISHI,LANCER,2.4,CVT,4.0,9.850000000000001,7.65,8.850000000000001,205.0
2614,MITSUBISHI,LANCER,2.4,M5,4.0,10.5,7.75,9.25,217.5
2615,MITSUBISHI,LANCER 4WD,2.4,CVT,4.0,10.2,7.85,9.149999999999999,211.0
2616,MITSUBISHI,LANCER AWD,2.4,CVT,4.0,10.5,8.2,9.5,218.5
2617,MITSUBISHI,LANCER EVOLUTION,2.0,AM6,4.0,14.2,10.5,12.5,288.0
2618,MITSUBISHI,LANCER EVOLUTION,2.0,M5,4.0,14.0,10.3,12.3,283.0
2619,MITSUBISHI,LANCER RALLIART,2.0,AM6,4.0,13.4,9.4,11.6,267.0
2620,MITSUBISHI,LANCER SPORTBACK,2.0,CVT,4.0,9.425,7.225,8.475,195.25
2621,MITSUBISHI,LANCER SPORTBACK,2.0,M5,4.0,9.85,7.175,8.649999999999999,201.0
2622,MITSUBISHI,MIRAGE,1.2,CVT,3.0,6.4,5.4,5.96,139.0
2623,MITSUBISHI,MIRAGE,1.2,M5,3.0,7.040000000000001,5.66,6.42,148.2
2624,MITSUBISHI,MIRAGE G4,1.2,CVT,3.0,6.9,5.7,6.4,149.0
2625,MITSUBISHI,MIRAGE G4,1.2,M5,3.0,7.2,5.9,6.6,155.0
2626,MITSUBISHI,Mirage,1.2,CVT,3.0,6.6,5.6,6.2,143.0
2627,MITSUBISHI,Mirage,1.2,M5,3.0,7.1,5.8,6.5,151.0
2628,MITSUBISHI,Mirage G4,1.2,CVT,3.0,6.9,5.7,6.4,148.0
2629,MITSUBISHI,Mirage G4,1.2,M5,3.0,7.2,5.9,6.6,153.0
2630,MITSUBISHI,OUTLANDER,2.4,CVT,4.0,9.35,7.5,8.5,196.5
2631,MITSUBISHI,OUTLANDER 4WD,2.4,CVT,4.0,9.84,8.1,9.06,209.6
2632,MITSUBISHI,OUTLANDER 4WD,3.0,AS6,6.0,11.76,8.540000000000001,10.34,239.0
2633,MITSUBISHI,Outlander 4WD,2.4,CVT,4.0,9.9,8.1,9.1,212.0
2634,MITSUBISHI,Outlander 4WD,3.0,A6,6.0,12.0,8.8,10.6,246.0
2635,MITSUBISHI,Outlander 4WD,3.0,AS6,6.0,12.0,8.8,10.6,246.0
2636,MITSUBISHI,RVR,2.0,CVT,4.0,9.614285714285716,7.671428571428571,8.714285714285714,202.14285714285714
2637,MITSUBISHI,RVR,2.0,M5,4.0,10.14,7.9,9.1,210.0
2638,MITSUBISHI,RVR 4WD,2.0,CVT,4.0,9.966666666666667,8.083333333333334,9.100000000000001,210.16666666666666
2639,MITSUBISHI,RVR 4WD,2.4,CVT,4.0,10.36,8.4,9.48,219.8
2640,NISSAN,370Z,3.7,AS7,6.0,12.6,9.25,11.083333333333334,259.5
2641,NISSAN,370Z,3.7,M6,6.0,13.299999999999999,9.299999999999999,11.5,268.5
2642,NISSAN,370Z COUPE,3.7,AS7,6.0,12.6,9.2,11.1,255.0
2643,NISSAN,370Z COUPE,3.7,M6,6.0,13.3,9.3,11.5,264.0
2644,NISSAN,370Z ROADSTER,3.7,AS7,6.0,13.02,9.620000000000001,11.48,267.2
2645,NISSAN,370Z ROADSTER,3.7,M6,6.0,13.580000000000002,9.679999999999998,11.779999999999998,274.8
2646,NISSAN,370Z Roadster,3.7,AS7,6.0,13.0,9.7,11.5,271.0
2647,NISSAN,370Z Roadster,3.7,M6,6.0,13.6,9.7,11.8,279.0
2648,NISSAN,ALTIMA,2.5,CVT,4.0,8.719999999999999,6.14,7.56,176.2
2649,NISSAN,ALTIMA,3.5,CVT,6.0,10.575000000000001,7.3500000000000005,9.125,212.25
2650,NISSAN,ALTIMA 3.5,3.5,CVT,6.0,10.3,7.4,9.0,212.0
2651,NISSAN,ALTIMA SR,2.5,CVT,4.0,8.866666666666667,6.400000000000001,7.766666666666667,183.0
2652,NISSAN,ARMADA 4WD,5.6,A5,8.0,19.15,13.4,16.55,381.0
2653,NISSAN,ARMADA 4WD,5.6,AS7,8.0,17.5,12.850000000000001,15.4,362.0
2654,NISSAN,Altima,2.5,CVT,4.0,8.6,6.1,7.4,174.0
2655,NISSAN,Altima AWD,2.5,CVT,4.0,9.1,6.5,7.9,186.0
2656,NISSAN,Altima AWD SR/Platinum,2.5,CVT,4.0,9.3,6.7,8.1,190.0
2657,NISSAN,Altima SR/Platinum,2.0,CVT,4.0,9.1,6.9,8.1,190.0
2658,NISSAN,Altima SR/Platinum,2.5,CVT,4.0,8.5,6.3,7.5,177.0
2659,NISSAN,Armada 4WD,5.6,AS7,8.0,17.6,12.9,15.45,363.0
2660,NISSAN,FRONTIER,2.5,A5,4.0,13.62,10.559999999999999,12.24,285.4
2661,NISSAN,FRONTIER,2.5,M5,4.0,12.2,10.28,11.34,264.4
2662,NISSAN,FRONTIER,4.0,A5,6.0,14.76,10.36,12.76,297.6
2663,NISSAN,FRONTIER 4WD,4.0,A5,6.0,15.739999999999998,11.36,13.76,320.8
2664,NISSAN,FRONTIER 4WD,4.0,M6,6.0,15.0,11.28,13.34,310.8
2665,NISSAN,Frontier,2.5,A5,4.0,13.7,10.7,12.3,290.0
2666,NISSAN,Frontier,3.8,AS9,6.0,13.1,9.8,11.6,273.0
2667,NISSAN,Frontier,4.0,A5,6.0,14.7,10.3,12.7,299.0
2668,NISSAN,Frontier 4WD,3.8,AS9,6.0,13.8,10.2,12.2,287.0
2669,NISSAN,Frontier 4WD,4.0,A5,6.0,15.8,11.5,13.9,326.0
2670,NISSAN,Frontier 4WD,4.0,M6,6.0,15.1,11.5,13.5,317.0
2671,NISSAN,GT-R,3.8,AM6,6.0,14.385714285714286,10.700000000000001,12.728571428571428,296.57142857142856
2672,NISSAN,JUKE,1.6,CVT,4.0,8.55,7.3,7.975,185.75
2673,NISSAN,JUKE,1.6,M6,4.0,8.75,7.1499999999999995,8.025,186.5
2674,NISSAN,JUKE AWD,1.6,CVT,4.0,8.975000000000001,7.675,8.375,195.5
2675,NISSAN,JUKE NISMO RS,1.6,M6,4.0,8.933333333333334,7.533333333333334,8.333333333333334,194.0
2676,NISSAN,JUKE NISMO RS AWD,1.6,CVT,4.0,9.433333333333334,8.166666666666666,8.833333333333334,206.33333333333334
2677,NISSAN,KICKS,1.6,CVT,4.0,7.7,6.6,7.2,169.0
2678,NISSAN,Kicks,1.6,CVT,4.0,7.7,6.6,7.2,169.0
2679,NISSAN,MAXIMA,3.5,CVT,6.0,11.350000000000001,8.125,9.9,231.5
2680,NISSAN,MICRA,1.6,A4,4.0,8.875,6.7,7.875,184.25
2681,NISSAN,MICRA,1.6,M5,4.0,8.649999999999999,6.7,7.800000000000001,182.5
2682,NISSAN,MURANO,3.5,CVT,6.0,11.0,8.25,9.8,228.75
2683,NISSAN,MURANO AWD,3.5,CVT,6.0,11.6,8.7,10.28,239.0
2684,NISSAN,Maxima,3.5,CVT,6.0,11.6,7.9,9.9,233.0
2685,NISSAN,Micra,1.6,A4,4.0,9.0,6.8,8.0,188.0
2686,NISSAN,Micra,1.6,M5,4.0,8.7,6.8,7.9,186.0
2687,NISSAN,Murano,3.5,CVT,6.0,11.7,8.3,10.2,240.0
2688,NISSAN,Murano AWD,3.5,CVT,6.0,11.7,8.5,10.3,242.0
2689,NISSAN,NV200 CARGO VAN,2.0,CVT,4.0,9.8,8.86,9.36,217.6
2690,NISSAN,NV200 Cargo Van,2.0,CVT,4.0,9.8,8.8,9.3,218.0
2691,NISSAN,PATHFINDER,3.5,CVT,6.0,11.8,8.620000000000001,10.36,241.6
2692,NISSAN,PATHFINDER 4WD,3.5,CVT,6.0,12.14,8.98,10.76,250.0
2693,NISSAN,PATHFINDER 4WD PLATINUM,3.5,CVT,6.0,12.549999999999999,9.1,11.0,257.0
2694,NISSAN,PATHFINDER HYBRID 4WD,2.5,CVT,4.0,9.1,8.5,8.8,202.0
2695,NISSAN,Pathfinder,3.5,CVT,6.0,11.6,8.5,10.2,240.0
2696,NISSAN,Pathfinder 4WD,3.5,CVT,6.0,12.1,8.9,10.7,250.5
2697,NISSAN,Pathfinder 4WD Platinum,3.5,CVT,6.0,12.4,9.2,11.0,258.0
2698,NISSAN,QASHQAI,2.0,CVT,4.0,8.8,7.3,8.1,191.0
2699,NISSAN,QASHQAI,2.0,M6,4.0,10.0,8.1,9.2,216.0
2700,NISSAN,QASHQAI AWD,2.0,CVT,4.0,9.05,7.5,8.4,196.5
2701,NISSAN,QUEST,3.5,CVT,6.0,12.25,9.1,10.8,248.5
2702,NISSAN,Qashqai,2.0,CVT,4.0,8.7,7.300000000000001,8.1,190.0
2703,NISSAN,Qashqai,2.0,M6,4.0,10.1,8.149999999999999,9.2,217.0
2704,NISSAN,Qashqai AWD,2.0,CVT,4.0,9.05,7.65,8.4,198.0
2705,NISSAN,ROGUE,2.5,CVT,4.0,9.180000000000001,7.1,8.24,192.0
2706,NISSAN,ROGUE AWD,2.5,CVT,4.0,9.559999999999999,7.4,8.6,200.6
2707,NISSAN,Rogue,2.5,CVT,4.0,9.1,7.1,8.2,192.0
2708,NISSAN,Rogue AWD,2.5,CVT,4.0,9.6,7.5,8.7,204.0
2709,NISSAN,SENTRA,1.8,CVT,4.0,8.0,6.16,7.2,167.4
2710,NISSAN,SENTRA,1.8,M6,4.0,8.879999999999999,6.68,7.92,183.8
2711,NISSAN,SENTRA (Turbo),1.6,CVT,4.0,8.9,7.3,8.2,193.0
2712,NISSAN,SENTRA (Turbo),1.6,M6,4.0,9.1,7.3,8.3,195.0
2713,NISSAN,SENTRA NISMO,1.6,CVT,4.0,9.4,7.8,8.7,205.0
2714,NISSAN,SENTRA NISMO,1.6,M6,4.0,9.5,7.6,8.7,204.0
2715,NISSAN,Sentra,1.8,CVT,4.0,8.1,6.3,7.3,172.0
2716,NISSAN,Sentra,1.8,M6,4.0,8.8,6.6,7.8,183.0
2717,NISSAN,Sentra,2.0,CVT,4.0,8.0,6.0,7.1,167.0
2718,NISSAN,Sentra,2.0,M6,4.0,9.4,6.4,8.0,188.0
2719,NISSAN,Sentra (Turbo),1.6,CVT,4.0,8.9,7.3,8.2,193.0
2720,NISSAN,Sentra (Turbo),1.6,M6,4.0,9.1,7.3,8.3,195.0
2721,NISSAN,Sentra Nismo,1.6,CVT,4.0,9.4,7.8,8.7,205.0
2722,NISSAN,Sentra Nismo,1.6,M6,4.0,9.5,7.6,8.7,204.0
2723,NISSAN,Sentra SR,2.0,CVT,4.0,8.2,6.2,7.3,171.0
2724,NISSAN,TITAN,5.6,A5,8.0,18.15,13.05,15.850000000000001,364.5
2725,NISSAN,TITAN,5.6,AS7,8.0,15.0,11.2,13.3,312.0
2726,NISSAN,TITAN 4WD,5.6,A5,8.0,19.7,14.3,17.25,397.0
2727,NISSAN,TITAN 4WD,5.6,AS7,8.0,15.2,11.1,13.4,315.0
2728,NISSAN,TITAN 4WD PRO-4X,5.6,AS7,8.0,15.95,11.95,14.149999999999999,332.0
2729,NISSAN,Titan,5.6,AS7,8.0,15.0,11.2,13.3,312.0
2730,NISSAN,Titan 4WD,5.6,AS7,8.0,15.2,11.1,13.4,315.0
2731,NISSAN,Titan 4WD,5.6,AS9,8.0,15.1,11.1,13.3,313.0
2732,NISSAN,Titan 4WD Pro-4X,5.6,AS7,8.0,15.9,11.9,14.1,331.0
2733,NISSAN,Titan 4WD Pro-4X,5.6,AS9,8.0,15.1,11.2,13.3,313.0
2734,NISSAN,VERSA,1.6,CVT,4.0,7.4799999999999995,6.04,6.840000000000001,159.4
2735,NISSAN,VERSA,1.6,M5,4.0,8.6,6.540000000000001,7.68,178.6
2736,NISSAN,Versa,1.6,CVT,4.0,7.5,6.050000000000001,6.85,161.0
2737,NISSAN,Versa,1.6,M5,4.0,8.6,6.65,7.7,180.5
2738,NISSAN,XTERRA 4WD,4.0,A5,6.0,16.05,11.95,14.2,327.0
2739,NISSAN,XTERRA 4WD,4.0,M6,6.0,15.6,12.100000000000001,14.05,323.0
2740,PORSCHE,911 CARRERA,3.0,AM7,6.0,10.6,8.0,9.4,221.0
2741,PORSCHE,911 CARRERA,3.0,M7,6.0,11.8,8.1,10.1,237.0
2742,PORSCHE,911 CARRERA,3.4,AM7,6.0,11.6,8.366666666666667,10.1,234.0
2743,PORSCHE,911 CARRERA,3.4,M7,6.0,12.366666666666667,8.6,10.633333333333333,246.33333333333334
2744,PORSCHE,911 CARRERA 4,3.0,AM7,6.0,10.7,8.3,9.6,225.0
2745,PORSCHE,911 CARRERA 4,3.0,M7,6.0,12.1,8.3,10.4,242.0
2746,PORSCHE,911 CARRERA 4,3.4,AM7,6.0,11.699999999999998,8.5,10.233333333333333,237.33333333333334
2747,PORSCHE,911 CARRERA 4,3.4,M7,6.0,12.333333333333334,8.666666666666666,10.699999999999998,247.66666666666666
2748,PORSCHE,911 CARRERA 4 CABRIOLET,3.0,AM7,6.0,11.0,8.4,9.8,230.0
2749,PORSCHE,911 CARRERA 4 CABRIOLET,3.0,M7,6.0,12.2,8.5,10.5,246.0
2750,PORSCHE,911 CARRERA 4 CABRIOLET,3.4,AM7,6.0,11.933333333333332,8.733333333333333,10.5,243.33333333333334
2751,PORSCHE,911 CARRERA 4 CABRIOLET,3.4,M7,6.0,12.533333333333333,9.0,10.933333333333332,253.66666666666666
2752,PORSCHE,911 CARRERA 4 GTS,3.0,AM7,6.0,11.8,9.2,10.6,248.0
2753,PORSCHE,911 CARRERA 4 GTS,3.0,M7,6.0,12.8,8.9,11.0,257.0
2754,PORSCHE,911 CARRERA 4 GTS,3.8,AM7,6.0,12.649999999999999,9.2,11.1,257.5
2755,PORSCHE,911 CARRERA 4 GTS,3.8,M7,6.0,13.0,9.2,11.3,262.5
2756,PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.0,AM7,6.0,11.9,9.3,10.7,250.0
2757,PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.0,M7,6.0,12.9,9.1,11.1,260.0
2758,PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,AM7,6.0,13.1,9.4,11.4,265.0
2759,PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,M7,6.0,13.4,9.3,11.6,269.5
2760,PORSCHE,911 CARRERA 4S,3.0,AM7,6.0,11.0,8.5,9.9,232.0
2761,PORSCHE,911 CARRERA 4S,3.0,M7,6.0,12.1,8.4,10.4,243.0
2762,PORSCHE,911 CARRERA 4S,3.8,AM7,6.0,12.233333333333334,8.9,10.733333333333334,248.33333333333334
2763,PORSCHE,911 CARRERA 4S,3.8,M7,6.0,12.699999999999998,8.9,11.0,254.66666666666666
2764,PORSCHE,911 CARRERA 4S CABRIOLET,3.0,AM7,6.0,10.9,8.5,9.9,231.0
2765,PORSCHE,911 CARRERA 4S CABRIOLET,3.0,M7,6.0,12.2,8.5,10.5,246.0
2766,PORSCHE,911 CARRERA 4S CABRIOLET,3.8,AM7,6.0,12.566666666666668,9.033333333333333,11.0,254.33333333333334
2767,PORSCHE,911 CARRERA 4S CABRIOLET,3.8,M7,6.0,12.9,9.166666666666666,11.199999999999998,259.3333333333333
2768,PORSCHE,911 CARRERA CABRIOLET,3.0,AM7,6.0,10.8,8.3,9.7,227.0
2769,PORSCHE,911 CARRERA CABRIOLET,3.0,M7,6.0,12.0,8.2,10.3,241.0
2770,PORSCHE,911 CARRERA CABRIOLET,3.4,AM7,6.0,11.533333333333333,8.333333333333334,10.1,233.33333333333334
2771,PORSCHE,911 CARRERA CABRIOLET,3.4,M7,6.0,12.333333333333334,8.666666666666666,10.699999999999998,247.66666666666666
2772,PORSCHE,911 CARRERA GTS,3.0,AM7,6.0,11.5,9.1,10.4,243.0
2773,PORSCHE,911 CARRERA GTS,3.0,M7,6.0,13.0,8.9,11.1,260.0
2774,PORSCHE,911 CARRERA GTS,3.8,AM7,6.0,12.649999999999999,9.0,11.0,256.0
2775,PORSCHE,911 CARRERA GTS,3.8,M7,6.0,12.9,9.0,11.2,260.0
2776,PORSCHE,911 CARRERA GTS CABRIOLET,3.0,AM7,6.0,11.8,9.2,10.6,249.0
2777,PORSCHE,911 CARRERA GTS CABRIOLET,3.0,M7,6.0,12.7,9.0,11.0,258.0
2778,PORSCHE,911 CARRERA GTS CABRIOLET,3.8,AM7,6.0,12.649999999999999,9.2,11.1,257.5
2779,PORSCHE,911 CARRERA GTS CABRIOLET,3.8,M7,6.0,13.4,9.3,11.6,269.5
2780,PORSCHE,911 CARRERA S,3.0,AM7,6.0,10.8,8.3,9.7,226.0
2781,PORSCHE,911 CARRERA S,3.0,M7,6.0,12.1,8.3,10.4,242.0
2782,PORSCHE,911 CARRERA S,3.8,AM7,6.0,11.966666666666667,8.7,10.533333333333333,243.66666666666666
2783,PORSCHE,911 CARRERA S,3.8,M7,6.0,12.466666666666667,8.666666666666666,10.733333333333334,248.66666666666666
2784,PORSCHE,911 CARRERA S CABRIOLET,3.0,AM7,6.0,10.8,8.4,9.7,228.0
2785,PORSCHE,911 CARRERA S CABRIOLET,3.0,M7,6.0,12.1,8.3,10.4,243.0
2786,PORSCHE,911 CARRERA S CABRIOLET,3.8,AM7,6.0,12.266666666666666,8.7,10.633333333333333,246.66666666666666
2787,PORSCHE,911 CARRERA S CABRIOLET,3.8,M7,6.0,12.533333333333333,8.866666666666667,10.9,252.33333333333334
2788,PORSCHE,911 Carrera,3.0,AM7,6.0,10.6,8.0,9.4,221.0
2789,PORSCHE,911 Carrera,3.0,M7,6.0,11.8,8.1,10.1,237.0
2790,PORSCHE,911 Carrera 4,3.0,AM7,6.0,10.7,8.3,9.6,225.0
2791,PORSCHE,911 Carrera 4,3.0,M7,6.0,12.1,8.3,10.4,242.0
2792,PORSCHE,911 Carrera 4 Cabriolet,3.0,AM7,6.0,11.0,8.4,9.8,230.0
2793,PORSCHE,911 Carrera 4 Cabriolet,3.0,M7,6.0,12.2,8.5,10.5,246.0
2794,PORSCHE,911 Carrera 4 GTS,3.0,AM7,6.0,11.8,9.2,10.6,248.0
2795,PORSCHE,911 Carrera 4 GTS,3.0,M7,6.0,12.8,8.9,11.0,257.0
2796,PORSCHE,911 Carrera 4 GTS Cabriolet,3.0,AM7,6.0,11.9,9.3,10.7,250.0
2797,PORSCHE,911 Carrera 4 GTS Cabriolet,3.0,M7,6.0,12.9,9.1,11.2,260.0
2798,PORSCHE,911 Carrera 4S,3.0,AM7,6.0,11.1,8.5,9.9,232.0
2799,PORSCHE,911 Carrera 4S,3.0,AM8,6.0,13.1,10.2,11.8,277.0
2800,PORSCHE,911 Carrera 4S,3.0,M7,6.0,12.1,8.4,10.4,243.0
2801,PORSCHE,911 Carrera 4S Cabriolet,3.0,AM7,6.0,11.0,8.5,9.9,231.0
2802,PORSCHE,911 Carrera 4S Cabriolet,3.0,AM8,6.0,13.1,10.2,11.8,277.0
2803,PORSCHE,911 Carrera 4S Cabriolet,3.0,M7,6.0,12.2,8.5,10.5,246.0
2804,PORSCHE,911 Carrera Cabriolet,3.0,AM7,6.0,10.8,8.3,9.7,227.0
2805,PORSCHE,911 Carrera Cabriolet,3.0,M7,6.0,12.0,8.2,10.3,241.0
2806,PORSCHE,911 Carrera GTS,3.0,AM7,6.0,11.5,9.1,10.4,243.0
2807,PORSCHE,911 Carrera GTS,3.0,M7,6.0,13.0,8.9,11.2,260.0
2808,PORSCHE,911 Carrera GTS Cabriolet,3.0,AM7,6.0,11.8,9.2,10.7,249.0
2809,PORSCHE,911 Carrera GTS Cabriolet,3.0,M7,6.0,12.7,9.0,11.0,258.0
2810,PORSCHE,911 Carrera S,3.0,AM7,6.0,10.8,8.3,9.7,226.0
2811,PORSCHE,911 Carrera S,3.0,AM8,6.0,13.1,9.7,11.5,271.0
2812,PORSCHE,911 Carrera S,3.0,M7,6.0,12.1,8.3,10.3,242.0
2813,PORSCHE,911 Carrera S Cabriolet,3.0,AM7,6.0,10.8,8.4,9.7,228.0
2814,PORSCHE,911 Carrera S Cabriolet,3.0,AM8,6.0,12.7,10.2,11.6,272.0
2815,PORSCHE,911 Carrera S Cabriolet,3.0,M7,6.0,12.1,8.3,10.4,243.0
2816,PORSCHE,911 Carrera T,3.0,AM7,6.0,11.9,9.1,10.6,248.0
2817,PORSCHE,911 Carrera T,3.0,M7,6.0,14.6,9.4,12.3,286.0
2818,PORSCHE,911 GT2 RS,3.8,AM7,6.0,15.3,11.2,13.5,315.0
